date,store_id,category,units_sold,revenue,is_promoted,temperature_c,is_holiday
2022-10-10,Store_Casablanca,Meat & Seafood,3626,26337.47,1,5.1,0
2022-10-17,Store_Casablanca,Meat & Seafood,3024,19380.4,0,5.8,0
2022-10-24,Store_Casablanca,Meat & Seafood,3329,23115.94,0,8.9,0
2022-10-31,Store_Casablanca,Meat & Seafood,3280,21407.15,0,3.6,0
2022-11-07,Store_Casablanca,Meat & Seafood,3751,33422.71,1,5.9,0
2022-11-14,Store_Casablanca,Meat & Seafood,3199,27648.6,0,4.0,0
2022-11-21,Store_Casablanca,Meat & Seafood,8406,35556.22,1,7.1,0
2022-11-28,Store_Casablanca,Meat & Seafood,4823,36376.47,0,3.3,1
2022-12-05,Store_Casablanca,Meat & Seafood,5050,32933.49,1,5.8,0
2022-12-12,Store_Casablanca,Meat & Seafood,2476,25185.03,0,9.3,0
2022-12-19,Store_Casablanca,Meat & Seafood,6211,31343.4,1,11.8,0
2022-12-26,Store_Casablanca,Meat & Seafood,2958,33881.52,0,11.9,1
2023-01-02,Store_Casablanca,Meat & Seafood,2413,22754.41,0,11.6,1
2023-01-09,Store_Casablanca,Meat & Seafood,4880,21262.45,0,10.7,0
2023-01-16,Store_Casablanca,Meat & Seafood,3966,21458.78,0,13.5,0
2023-01-23,Store_Casablanca,Meat & Seafood,2690,18929.28,0,15.3,0
2023-01-30,Store_Casablanca,Meat & Seafood,2844,24615.03,1,11.8,0
2023-02-06,Store_Casablanca,Meat & Seafood,1893,22126.34,0,19.5,0
2023-02-13,Store_Casablanca,Meat & Seafood,2511,22794.19,0,22.6,0
2023-02-20,Store_Casablanca,Meat & Seafood,4851,21626.67,0,21.2,0
2023-02-27,Store_Casablanca,Meat & Seafood,3082,25840.97,1,21.2,0
2023-03-06,Store_Casablanca,Meat & Seafood,4902,23748.38,0,26.2,0
2023-03-13,Store_Casablanca,Meat & Seafood,2574,25397.95,0,24.6,0
2023-03-20,Store_Casablanca,Meat & Seafood,2327,24844.13,0,25.0,0
2023-03-27,Store_Casablanca,Meat & Seafood,2903,26113.43,0,22.3,0
2023-04-03,Store_Casablanca,Meat & Seafood,6103,30711.38,1,26.4,0
2023-04-10,Store_Casablanca,Meat & Seafood,2802,30368.55,0,25.9,0
2023-04-17,Store_Casablanca,Meat & Seafood,2299,27430.87,0,24.0,0
2023-04-24,Store_Casablanca,Meat & Seafood,6093,38477.29,0,23.5,1
2023-05-01,Store_Casablanca,Meat & Seafood,3834,30388.49,0,23.0,0
2023-05-08,Store_Casablanca,Meat & Seafood,3975,34628.71,1,23.0,0
2023-05-15,Store_Casablanca,Meat & Seafood,3583,26986.0,0,22.4,0
2023-05-22,Store_Casablanca,Meat & Seafood,4337,28701.35,0,24.0,0
2023-05-29,Store_Casablanca,Meat & Seafood,4820,26787.32,0,24.3,0
2023-06-05,Store_Casablanca,Meat & Seafood,3666,38714.89,1,20.5,0
2023-06-12,Store_Casablanca,Meat & Seafood,6666,34269.99,1,22.5,0
2023-06-19,Store_Casablanca,Meat & Seafood,5948,32737.26,0,21.0,0
2023-06-26,Store_Casablanca,Meat & Seafood,4192,31922.41,0,18.8,0
2023-07-03,Store_Casablanca,Meat & Seafood,4719,39403.62,0,13.9,1
2023-07-10,Store_Casablanca,Meat & Seafood,3881,31509.84,0,14.3,0
2023-07-17,Store_Casablanca,Meat & Seafood,4339,34264.21,0,17.0,0
2023-07-24,Store_Casablanca,Meat & Seafood,3003,34685.86,0,17.4,0
2023-07-31,Store_Casablanca,Meat & Seafood,2690,29187.86,0,13.2,0
2023-08-07,Store_Casablanca,Meat & Seafood,6869,30804.25,0,11.5,0
2023-08-14,Store_Casablanca,Meat & Seafood,2929,30002.1,0,8.0,0
2023-08-21,Store_Casablanca,Meat & Seafood,2982,29480.56,0,8.6,0
2023-08-28,Store_Casablanca,Meat & Seafood,3440,32297.77,1,9.0,0
2023-09-04,Store_Casablanca,Meat & Seafood,3997,24188.53,0,7.9,0
2023-09-11,Store_Casablanca,Meat & Seafood,3718,29743.94,1,4.6,0
2023-09-18,Store_Casablanca,Meat & Seafood,3460,25358.77,0,6.3,0
2023-09-25,Store_Casablanca,Meat & Seafood,4004,29275.15,0,9.2,0
2023-10-02,Store_Casablanca,Meat & Seafood,5595,23226.03,0,1.8,0
2023-10-09,Store_Casablanca,Meat & Seafood,3188,21987.08,0,3.0,0
2023-10-16,Store_Casablanca,Meat & Seafood,2282,26560.81,1,5.8,0
2023-10-23,Store_Casablanca,Meat & Seafood,2684,25698.95,1,1.9,0
2023-10-30,Store_Casablanca,Meat & Seafood,3065,22370.24,0,4.0,0
2023-11-06,Store_Casablanca,Meat & Seafood,3435,25019.76,0,5.9,0
2023-11-13,Store_Casablanca,Meat & Seafood,3337,30476.96,0,7.2,0
2023-11-20,Store_Casablanca,Meat & Seafood,2806,28760.4,0,10.2,0
2023-11-27,Store_Casablanca,Meat & Seafood,3732,35731.44,0,8.0,1
2023-12-04,Store_Casablanca,Meat & Seafood,5952,32036.51,1,14.2,0
2023-12-11,Store_Casablanca,Meat & Seafood,4502,29654.68,0,10.4,0
2023-12-18,Store_Casablanca,Meat & Seafood,5927,32747.41,1,10.4,0
2023-12-25,Store_Casablanca,Meat & Seafood,5917,32828.81,0,13.6,1
2024-01-01,Store_Casablanca,Meat & Seafood,1985,17172.77,0,15.0,0
2022-01-03,Store_Casablanca,Beverages,857,9572.1,1,20.9,0
2022-01-10,Store_Casablanca,Beverages,1864,10946.07,0,14.9,1
2022-01-17,Store_Casablanca,Beverages,1254,8507.2,0,14.0,0
2022-01-24,Store_Casablanca,Beverages,1050,9669.53,0,17.1,0
2022-01-31,Store_Casablanca,Beverages,2120,8753.02,0,17.2,0
2022-02-07,Store_Casablanca,Beverages,1058,10141.26,0,17.2,0
2022-02-14,Store_Casablanca,Beverages,1008,11616.28,1,16.6,0
2022-02-21,Store_Casablanca,Beverages,1001,9922.4,0,17.9,0
2022-02-28,Store_Casablanca,Beverages,923,10936.67,1,21.9,0
2022-03-07,Store_Casablanca,Beverages,1017,11693.9,0,22.6,0
2022-03-14,Store_Casablanca,Beverages,1798,13435.63,1,24.2,0
2022-03-21,Store_Casablanca,Beverages,1207,12745.02,1,22.7,0
2022-03-28,Store_Casablanca,Beverages,804,9567.7,0,26.6,0
2022-04-04,Store_Casablanca,Beverages,2020,12450.47,0,25.1,0
2022-04-11,Store_Casablanca,Beverages,1111,12811.06,0,24.9,0
2022-04-18,Store_Casablanca,Beverages,1899,13942.6,0,27.7,0
2022-04-25,Store_Casablanca,Beverages,2527,16973.9,1,25.6,1
2022-05-02,Store_Casablanca,Beverages,2037,14634.33,0,26.5,1
2022-05-09,Store_Casablanca,Beverages,1899,14380.78,0,23.1,0
2022-05-16,Store_Casablanca,Beverages,3267,13728.43,0,25.0,0
2022-05-23,Store_Casablanca,Beverages,1114,12946.42,0,22.9,0
2022-05-30,Store_Casablanca,Beverages,1445,14124.27,0,22.7,0
2022-06-06,Store_Casablanca,Beverages,2373,17811.52,0,19.0,0
2022-06-13,Store_Casablanca,Beverages,2478,17922.15,0,22.8,0
2022-06-20,Store_Casablanca,Beverages,2328,23682.65,1,17.8,0
2022-06-27,Store_Casablanca,Beverages,1915,17986.94,0,18.1,0
2022-07-04,Store_Casablanca,Beverages,4860,23471.28,0,14.2,1
2022-07-11,Store_Casablanca,Beverages,2361,20001.83,0,16.9,0
2022-07-18,Store_Casablanca,Beverages,2108,20776.23,1,17.0,0
2022-07-25,Store_Casablanca,Beverages,2578,19405.79,0,13.5,0
2022-08-01,Store_Casablanca,Beverages,1501,15839.82,0,9.3,0
2022-08-08,Store_Casablanca,Beverages,3210,20293.5,1,9.7,0
2022-08-15,Store_Casablanca,Beverages,2174,18991.92,1,11.7,0
2022-08-22,Store_Casablanca,Beverages,2752,20626.65,1,7.8,0
2022-08-29,Store_Casablanca,Beverages,2827,17336.42,0,9.3,0
2022-09-05,Store_Casablanca,Beverages,2377,12009.01,0,6.6,0
2022-09-12,Store_Casablanca,Beverages,1211,12233.33,0,4.6,0
2022-09-19,Store_Casablanca,Beverages,2729,12303.04,1,9.0,0
2022-09-26,Store_Casablanca,Beverages,2099,14290.78,1,4.6,0
2022-10-03,Store_Casablanca,Beverages,1572,11089.66,1,7.9,0
2022-10-10,Store_Casablanca,Beverages,1201,11085.16,0,7.3,0
2022-10-17,Store_Casablanca,Beverages,1599,10812.68,1,4.5,0
2022-10-24,Store_Casablanca,Beverages,960,10352.87,0,5.6,0
2022-10-31,Store_Casablanca,Beverages,892,9823.94,0,3.7,0
2022-11-07,Store_Casablanca,Beverages,1712,13815.3,0,6.1,0
2022-11-14,Store_Casablanca,Beverages,3063,13766.5,1,7.4,0
2022-11-21,Store_Casablanca,Beverages,1207,13475.76,0,6.6,0
2022-11-28,Store_Casablanca,Beverages,2007,15529.2,0,7.4,1
2022-12-05,Store_Casablanca,Beverages,1126,13130.17,0,12.4,0
2022-12-12,Store_Casablanca,Beverages,2335,14645.13,0,9.6,0
2022-12-19,Store_Casablanca,Beverages,2356,12452.3,0,8.2,0
2022-12-26,Store_Casablanca,Beverages,3822,15986.71,0,10.6,1
2023-01-02,Store_Casablanca,Beverages,962,10978.23,0,14.2,1
2023-01-09,Store_Casablanca,Beverages,1229,9715.04,0,19.8,0
2023-01-16,Store_Casablanca,Beverages,2084,9052.46,0,15.4,0
2023-01-23,Store_Casablanca,Beverages,876,8094.86,0,14.5,0
2023-01-30,Store_Casablanca,Beverages,705,8467.23,0,12.0,0
2023-02-06,Store_Casablanca,Beverages,1038,11717.97,1,19.0,0
2023-02-13,Store_Casablanca,Beverages,1739,9802.72,0,21.7,0
2023-02-20,Store_Casablanca,Beverages,1203,9633.97,0,19.9,0
2023-02-27,Store_Casablanca,Beverages,898,10767.31,1,18.2,0
2023-03-06,Store_Casablanca,Beverages,1297,13268.19,1,28.0,0
2023-03-13,Store_Casablanca,Beverages,1146,11449.58,0,20.9,0
2023-03-20,Store_Casablanca,Beverages,2208,10909.32,0,22.6,0
2023-03-27,Store_Casablanca,Beverages,978,9828.15,0,22.9,0
2023-04-03,Store_Casablanca,Beverages,2659,11899.78,0,23.8,0
2023-04-10,Store_Casablanca,Beverages,1304,12278.27,0,23.8,0
2023-04-17,Store_Casablanca,Beverages,2692,12478.98,0,24.2,0
2023-04-24,Store_Casablanca,Beverages,3697,18048.66,1,27.6,1
2023-05-01,Store_Casablanca,Beverages,2821,14076.95,0,22.2,0
2023-05-08,Store_Casablanca,Beverages,1231,12686.01,0,25.6,0
2023-05-15,Store_Casablanca,Beverages,1819,13749.29,0,23.3,0
2023-05-22,Store_Casablanca,Beverages,2641,12786.32,0,22.2,0
2023-05-29,Store_Casablanca,Beverages,2545,14544.8,1,22.1,0
2023-06-05,Store_Casablanca,Beverages,4745,19560.3,0,17.9,0
2023-06-12,Store_Casablanca,Beverages,3482,17360.89,0,19.3,0
2023-06-19,Store_Casablanca,Beverages,2197,20507.0,0,21.3,0
2023-06-26,Store_Casablanca,Beverages,3153,19616.88,1,22.3,0
2023-07-03,Store_Casablanca,Beverages,5089,25946.89,1,15.7,1
2023-07-10,Store_Casablanca,Beverages,2360,19154.57,0,14.1,0
2023-07-17,Store_Casablanca,Beverages,4924,19871.17,0,15.2,0
2023-07-24,Store_Casablanca,Beverages,3473,22413.92,1,13.6,0
2023-07-31,Store_Casablanca,Beverages,3511,19429.17,1,16.4,0
2023-08-07,Store_Casablanca,Beverages,2624,19706.1,1,8.2,0
2023-08-14,Store_Casablanca,Beverages,3139,18178.97,0,12.0,0
2023-08-21,Store_Casablanca,Beverages,1368,16230.47,0,10.1,0
2023-08-28,Store_Casablanca,Beverages,3236,18246.43,0,9.4,0
2023-09-04,Store_Casablanca,Beverages,1733,12499.39,0,5.3,0
2023-09-11,Store_Casablanca,Beverages,2376,10654.6,0,6.5,0
2023-09-18,Store_Casablanca,Beverages,1568,12216.26,0,7.5,0
2023-09-25,Store_Casablanca,Beverages,895,10131.48,0,7.7,0
2023-10-02,Store_Casablanca,Beverages,1179,8412.82,0,4.9,0
2023-10-09,Store_Casablanca,Beverages,903,9580.21,0,4.4,0
2023-10-16,Store_Casablanca,Beverages,1332,9403.82,0,3.9,0
2023-10-23,Store_Casablanca,Beverages,867,9802.01,0,7.7,0
2023-10-30,Store_Casablanca,Beverages,979,9682.48,0,4.8,0
2023-11-06,Store_Casablanca,Beverages,1213,14558.38,1,5.0,0
2023-11-13,Store_Casablanca,Beverages,2328,11985.39,0,9.0,0
2023-11-20,Store_Casablanca,Beverages,1392,11641.91,0,7.3,0
2023-11-27,Store_Casablanca,Beverages,1787,17019.47,0,4.8,1
2023-12-04,Store_Casablanca,Beverages,1472,12934.29,0,10.5,0
2023-12-11,Store_Casablanca,Beverages,2106,14385.22,1,11.7,0
2023-12-18,Store_Casablanca,Beverages,2049,12191.65,0,9.9,0
2023-12-25,Store_Casablanca,Beverages,1358,15448.64,0,9.1,1
2024-01-01,Store_Casablanca,Beverages,900,10497.34,1,15.2,0
2022-01-03,Store_Casablanca,Snacks & Confectionery,1276,7673.95,0,12.3,0
2022-01-10,Store_Casablanca,Snacks & Confectionery,1960,9726.5,1,14.3,1
2022-01-17,Store_Casablanca,Snacks & Confectionery,855,7533.87,1,15.0,0
2022-01-24,Store_Casablanca,Snacks & Confectionery,1705,7049.06,0,14.8,0
2022-01-31,Store_Casablanca,Snacks & Confectionery,1260,7962.27,1,14.2,0
2022-02-07,Store_Casablanca,Snacks & Confectionery,849,9778.41,1,22.7,0
2022-02-14,Store_Casablanca,Snacks & Confectionery,814,9280.08,1,22.7,0
2022-02-21,Store_Casablanca,Snacks & Confectionery,974,7537.01,0,20.3,0
2022-02-28,Store_Casablanca,Snacks & Confectionery,961,9223.32,0,20.4,0
2022-03-07,Store_Casablanca,Snacks & Confectionery,1224,10295.49,1,18.7,0
2022-03-14,Store_Casablanca,Snacks & Confectionery,1416,10690.87,1,20.5,0
2022-03-21,Store_Casablanca,Snacks & Confectionery,1944,9020.67,0,27.1,0
2022-03-28,Store_Casablanca,Snacks & Confectionery,1298,8844.86,0,23.7,0
2022-04-04,Store_Casablanca,Snacks & Confectionery,881,9632.42,0,24.6,0
2022-04-11,Store_Casablanca,Snacks & Confectionery,2097,9730.16,0,22.3,0
2022-04-18,Store_Casablanca,Snacks & Confectionery,1616,11068.33,0,23.1,0
2022-04-25,Store_Casablanca,Snacks & Confectionery,2966,13624.43,1,25.5,1
2022-05-02,Store_Casablanca,Snacks & Confectionery,1624,14276.24,0,22.8,1
2022-05-09,Store_Casablanca,Snacks & Confectionery,2093,12514.67,1,23.0,0
2022-05-16,Store_Casablanca,Snacks & Confectionery,1799,12890.11,1,25.0,0
2022-05-23,Store_Casablanca,Snacks & Confectionery,1802,10513.76,0,22.3,0
2022-05-30,Store_Casablanca,Snacks & Confectionery,1374,9802.34,0,25.3,0
2022-06-06,Store_Casablanca,Snacks & Confectionery,2737,12248.89,0,19.2,0
2022-06-13,Store_Casablanca,Snacks & Confectionery,1635,11852.76,0,19.6,0
2022-06-20,Store_Casablanca,Snacks & Confectionery,1296,13250.21,1,20.5,0
2022-06-27,Store_Casablanca,Snacks & Confectionery,2158,11940.96,0,20.8,0
2022-07-04,Store_Casablanca,Snacks & Confectionery,3498,16630.16,1,18.4,1
2022-07-11,Store_Casablanca,Snacks & Confectionery,1081,10322.01,0,17.3,0
2022-07-18,Store_Casablanca,Snacks & Confectionery,2024,12315.7,0,17.6,0
2022-07-25,Store_Casablanca,Snacks & Confectionery,1286,11655.97,0,16.3,0
2022-08-01,Store_Casablanca,Snacks & Confectionery,929,10340.19,0,12.9,0
2022-08-08,Store_Casablanca,Snacks & Confectionery,2188,10337.25,0,12.7,0
2022-08-15,Store_Casablanca,Snacks & Confectionery,1648,11247.75,1,8.5,0
2022-08-22,Store_Casablanca,Snacks & Confectionery,2202,9776.09,0,11.1,0
2022-08-29,Store_Casablanca,Snacks & Confectionery,1030,10568.99,0,12.2,0
2022-09-05,Store_Casablanca,Snacks & Confectionery,2550,10910.07,1,8.0,0
2022-09-12,Store_Casablanca,Snacks & Confectionery,1112,11555.52,1,5.2,0
2022-09-19,Store_Casablanca,Snacks & Confectionery,1592,9745.01,0,5.1,0
2022-09-26,Store_Casablanca,Snacks & Confectionery,766,8003.66,0,8.1,0
2022-10-03,Store_Casablanca,Snacks & Confectionery,1158,7257.66,0,1.1,0
2022-10-10,Store_Casablanca,Snacks & Confectionery,1146,9157.7,1,1.4,0
2022-10-17,Store_Casablanca,Snacks & Confectionery,809,9055.04,1,5.3,0
2022-10-24,Store_Casablanca,Snacks & Confectionery,1448,8384.75,0,6.8,0
2022-10-31,Store_Casablanca,Snacks & Confectionery,713,8451.9,0,2.8,0
2022-11-07,Store_Casablanca,Snacks & Confectionery,1713,10977.3,0,5.7,0
2022-11-14,Store_Casablanca,Snacks & Confectionery,1051,10873.8,0,6.7,0
2022-11-21,Store_Casablanca,Snacks & Confectionery,836,9624.14,0,7.0,0
2022-11-28,Store_Casablanca,Snacks & Confectionery,2063,16153.95,1,2.8,1
2022-12-05,Store_Casablanca,Snacks & Confectionery,2108,11164.47,0,10.4,0
2022-12-12,Store_Casablanca,Snacks & Confectionery,1498,9527.16,0,9.5,0
2022-12-19,Store_Casablanca,Snacks & Confectionery,2205,9451.43,0,14.5,0
2022-12-26,Store_Casablanca,Snacks & Confectionery,1454,11566.84,0,9.6,1
2023-01-02,Store_Casablanca,Snacks & Confectionery,1661,9306.09,0,13.5,1
2023-01-09,Store_Casablanca,Snacks & Confectionery,700,8140.81,1,12.5,0
2023-01-16,Store_Casablanca,Snacks & Confectionery,873,7196.72,0,16.0,0
2023-01-23,Store_Casablanca,Snacks & Confectionery,1920,7811.6,0,17.5,0
2023-01-30,Store_Casablanca,Snacks & Confectionery,985,8743.74,1,16.4,0
2023-02-06,Store_Casablanca,Snacks & Confectionery,1135,7525.5,0,24.5,0
2023-02-13,Store_Casablanca,Snacks & Confectionery,730,8694.34,0,20.9,0
2023-02-20,Store_Casablanca,Snacks & Confectionery,825,7796.11,0,17.6,0
2023-02-27,Store_Casablanca,Snacks & Confectionery,1319,8051.19,0,19.1,0
2023-03-06,Store_Casablanca,Snacks & Confectionery,2210,10705.47,1,24.7,0
2023-03-13,Store_Casablanca,Snacks & Confectionery,1511,9590.92,0,22.3,0
2023-03-20,Store_Casablanca,Snacks & Confectionery,830,9395.34,0,21.5,0
2023-03-27,Store_Casablanca,Snacks & Confectionery,965,9958.3,1,24.2,0
2023-04-03,Store_Casablanca,Snacks & Confectionery,1018,9799.15,0,22.0,0
2023-04-10,Store_Casablanca,Snacks & Confectionery,1120,10516.17,0,28.6,0
2023-04-17,Store_Casablanca,Snacks & Confectionery,1320,11554.22,0,27.3,0
2023-04-24,Store_Casablanca,Snacks & Confectionery,1955,14380.24,0,24.6,1
2023-05-01,Store_Casablanca,Snacks & Confectionery,1011,10918.61,0,23.4,0
2023-05-08,Store_Casablanca,Snacks & Confectionery,1182,10392.66,0,26.4,0
2023-05-15,Store_Casablanca,Snacks & Confectionery,1172,12575.39,1,20.1,0
2023-05-22,Store_Casablanca,Snacks & Confectionery,1060,11066.78,0,25.3,0
2023-05-29,Store_Casablanca,Snacks & Confectionery,2673,10729.48,0,24.8,0
2023-06-05,Store_Casablanca,Snacks & Confectionery,1805,10715.7,0,22.8,0
2023-06-12,Store_Casablanca,Snacks & Confectionery,1458,10786.06,0,19.6,0
2023-06-19,Store_Casablanca,Snacks & Confectionery,1455,11009.61,0,18.0,0
2023-06-26,Store_Casablanca,Snacks & Confectionery,1537,14032.91,1,18.3,0
2023-07-03,Store_Casablanca,Snacks & Confectionery,2527,14208.72,0,16.9,1
2023-07-10,Store_Casablanca,Snacks & Confectionery,1673,14927.9,1,17.2,0
2023-07-17,Store_Casablanca,Snacks & Confectionery,1195,11034.27,0,16.0,0
2023-07-24,Store_Casablanca,Snacks & Confectionery,1006,11227.47,0,13.6,0
2023-07-31,Store_Casablanca,Snacks & Confectionery,1013,10293.45,0,15.3,0
2023-08-07,Store_Casablanca,Snacks & Confectionery,2290,11359.52,1,10.0,0
2023-08-14,Store_Casablanca,Snacks & Confectionery,1517,10262.16,0,10.3,0
2023-08-21,Store_Casablanca,Snacks & Confectionery,1358,11613.46,0,10.4,0
2023-08-28,Store_Casablanca,Snacks & Confectionery,2070,10204.73,0,10.6,0
2023-09-04,Store_Casablanca,Snacks & Confectionery,869,10025.89,0,2.3,0
2023-09-11,Store_Casablanca,Snacks & Confectionery,1472,9356.04,1,5.7,0
2023-09-18,Store_Casablanca,Snacks & Confectionery,1085,8627.43,0,4.8,0
2023-09-25,Store_Casablanca,Snacks & Confectionery,1146,10005.43,1,2.1,0
2023-10-02,Store_Casablanca,Snacks & Confectionery,828,9074.31,1,5.2,0
2023-10-09,Store_Casablanca,Snacks & Confectionery,698,7842.06,0,3.9,0
2023-10-16,Store_Casablanca,Snacks & Confectionery,1845,10390.99,1,2.9,0
2023-10-23,Store_Casablanca,Snacks & Confectionery,892,8644.45,0,3.7,0
2023-10-30,Store_Casablanca,Snacks & Confectionery,1487,8699.06,1,2.1,0
2023-11-06,Store_Casablanca,Snacks & Confectionery,1129,10676.19,0,3.6,0
2023-11-13,Store_Casablanca,Snacks & Confectionery,1475,9832.7,0,12.0,0
2023-11-20,Store_Casablanca,Snacks & Confectionery,949,9352.49,0,7.7,0
2023-11-27,Store_Casablanca,Snacks & Confectionery,1256,12470.47,0,4.3,1
2023-12-04,Store_Casablanca,Snacks & Confectionery,1365,9777.14,0,10.1,0
2023-12-11,Store_Casablanca,Snacks & Confectionery,1427,11435.19,0,7.0,0
2023-12-18,Store_Casablanca,Snacks & Confectionery,1055,9717.42,0,10.9,0
2023-12-25,Store_Casablanca,Snacks & Confectionery,1626,15120.72,1,9.3,1
2024-01-01,Store_Casablanca,Snacks & Confectionery,822,7781.34,0,15.9,0
2022-01-03,Store_Casablanca,Frozen Foods,625,7338.65,0,11.8,0
2022-01-10,Store_Casablanca,Frozen Foods,1629,10306.59,1,14.4,1
2022-01-17,Store_Casablanca,Frozen Foods,1286,8888.08,1,15.6,0
2022-01-24,Store_Casablanca,Frozen Foods,669,7177.3,0,13.7,0
2022-01-31,Store_Casablanca,Frozen Foods,890,9505.5,1,12.9,0
2022-02-07,Store_Casablanca,Frozen Foods,1110,9192.34,0,19.6,0
2022-02-14,Store_Casablanca,Frozen Foods,802,7889.5,0,23.2,0
2022-02-21,Store_Casablanca,Frozen Foods,1049,9289.61,0,21.4,0
2022-02-28,Store_Casablanca,Frozen Foods,786,8996.29,0,22.2,0
2022-03-07,Store_Casablanca,Frozen Foods,1185,10704.18,0,21.8,0
2022-03-14,Store_Casablanca,Frozen Foods,2524,11048.76,0,21.2,0
2022-03-21,Store_Casablanca,Frozen Foods,1158,9853.01,0,24.0,0
2022-03-28,Store_Casablanca,Frozen Foods,1119,11308.88,1,25.9,0
2022-04-04,Store_Casablanca,Frozen Foods,915,10971.85,0,27.4,0
2022-04-11,Store_Casablanca,Frozen Foods,1145,10583.24,0,26.9,0
2022-04-18,Store_Casablanca,Frozen Foods,1172,11051.3,0,23.1,0
2022-04-25,Store_Casablanca,Frozen Foods,1316,15353.0,0,26.8,1
2022-05-02,Store_Casablanca,Frozen Foods,2376,12908.42,0,24.3,1
2022-05-09,Store_Casablanca,Frozen Foods,1994,13095.17,0,21.2,0
2022-05-16,Store_Casablanca,Frozen Foods,1129,11494.49,0,21.9,0
2022-05-23,Store_Casablanca,Frozen Foods,1088,12035.39,0,21.5,0
2022-05-30,Store_Casablanca,Frozen Foods,1719,13734.84,1,22.9,0
2022-06-06,Store_Casablanca,Frozen Foods,1150,12319.36,0,20.4,0
2022-06-13,Store_Casablanca,Frozen Foods,1582,14012.47,1,19.5,0
2022-06-20,Store_Casablanca,Frozen Foods,2547,15406.73,1,19.5,0
2022-06-27,Store_Casablanca,Frozen Foods,1411,14840.83,1,21.3,0
2022-07-04,Store_Casablanca,Frozen Foods,2333,13733.19,0,12.9,1
2022-07-11,Store_Casablanca,Frozen Foods,1724,13368.27,1,17.3,0
2022-07-18,Store_Casablanca,Frozen Foods,1024,11570.34,0,14.1,0
2022-07-25,Store_Casablanca,Frozen Foods,1591,12711.32,0,12.6,0
2022-08-01,Store_Casablanca,Frozen Foods,1019,10821.81,0,4.8,0
2022-08-08,Store_Casablanca,Frozen Foods,1810,10600.72,0,8.2,0
2022-08-15,Store_Casablanca,Frozen Foods,1903,11304.72,1,17.4,0
2022-08-22,Store_Casablanca,Frozen Foods,1469,10546.45,0,11.2,0
2022-08-29,Store_Casablanca,Frozen Foods,842,10059.93,0,5.6,0
2022-09-05,Store_Casablanca,Frozen Foods,1346,9124.53,0,5.5,0
2022-09-12,Store_Casablanca,Frozen Foods,976,9790.89,0,6.4,0
2022-09-19,Store_Casablanca,Frozen Foods,1757,9371.32,0,8.2,0
2022-09-26,Store_Casablanca,Frozen Foods,1124,9336.0,0,2.9,0
2022-10-03,Store_Casablanca,Frozen Foods,1070,10831.22,1,5.1,0
2022-10-10,Store_Casablanca,Frozen Foods,1172,8293.64,0,9.1,0
2022-10-17,Store_Casablanca,Frozen Foods,796,7385.95,0,2.3,0
2022-10-24,Store_Casablanca,Frozen Foods,999,8572.36,0,4.3,0
2022-10-31,Store_Casablanca,Frozen Foods,1645,7978.02,0,3.1,0
2022-11-07,Store_Casablanca,Frozen Foods,1824,10592.86,0,3.3,0
2022-11-14,Store_Casablanca,Frozen Foods,2073,11120.76,0,7.1,0
2022-11-21,Store_Casablanca,Frozen Foods,988,10655.75,0,6.1,0
2022-11-28,Store_Casablanca,Frozen Foods,1684,14414.8,0,4.4,1
2022-12-05,Store_Casablanca,Frozen Foods,957,11216.88,0,6.2,0
2022-12-12,Store_Casablanca,Frozen Foods,2276,11727.03,1,6.9,0
2022-12-19,Store_Casablanca,Frozen Foods,829,9468.38,0,7.0,0
2022-12-26,Store_Casablanca,Frozen Foods,2305,14572.53,1,9.0,1
2023-01-02,Store_Casablanca,Frozen Foods,1289,9613.03,0,15.5,1
2023-01-09,Store_Casablanca,Frozen Foods,660,7190.03,0,15.7,0
2023-01-16,Store_Casablanca,Frozen Foods,1957,7884.42,0,12.4,0
2023-01-23,Store_Casablanca,Frozen Foods,886,8158.41,1,14.3,0
2023-01-30,Store_Casablanca,Frozen Foods,2015,8088.24,0,14.9,0
2023-02-06,Store_Casablanca,Frozen Foods,1593,9185.06,0,17.6,0
2023-02-13,Store_Casablanca,Frozen Foods,1049,10097.5,1,22.1,0
2023-02-20,Store_Casablanca,Frozen Foods,972,8733.9,0,21.9,0
2023-02-27,Store_Casablanca,Frozen Foods,868,8417.61,0,19.8,0
2023-03-06,Store_Casablanca,Frozen Foods,2085,8893.24,0,23.1,0
2023-03-13,Store_Casablanca,Frozen Foods,1321,12333.17,1,23.5,0
2023-03-20,Store_Casablanca,Frozen Foods,1370,9568.16,0,25.3,0
2023-03-27,Store_Casablanca,Frozen Foods,1034,9353.32,0,24.7,0
2023-04-03,Store_Casablanca,Frozen Foods,919,10530.85,0,25.9,0
2023-04-10,Store_Casablanca,Frozen Foods,1353,10977.62,0,25.7,0
2023-04-17,Store_Casablanca,Frozen Foods,1160,11302.41,0,26.2,0
2023-04-24,Store_Casablanca,Frozen Foods,1376,14676.39,1,28.2,1
2023-05-01,Store_Casablanca,Frozen Foods,1760,11263.57,0,24.1,0
2023-05-08,Store_Casablanca,Frozen Foods,1389,12953.03,1,20.2,0
2023-05-15,Store_Casablanca,Frozen Foods,1826,11100.12,0,24.5,0
2023-05-22,Store_Casablanca,Frozen Foods,1752,13454.6,1,25.8,0
