Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2,2012-11-02,76.93,3.746,8292.6,0.0,0.0,0.0,5916.71,223.707,10.358,False
2,2012-11-09,46.48,3.388,0.0,0.0,2680.25,0.0,0.0,148.649,13.961,False
3,2010-02-05,86.33,2.874,0.0,0.0,0.0,609.09,0.0,185.38,8.185,False
3,2010-02-12,74.63,3.979,0.0,0.0,1504.01,0.0,0.0,182.456,5.032,True
3,2010-02-19,70.09,3.398,0.0,1892.92,0.0,2701.23,0.0,213.333,13.459,False
3,2010-02-26,73.82,3.395,7795.28,0.0,0.0,0.0,0.0,134.826,7.175,False
3,2010-03-05,84.19,3.757,0.0,0.0,0.0,378.79,0.0,196.317,11.919,False
3,2010-03-12,85.16,3.726,0.0,0.0,0.0,0.0,0.0,183.897,12.031,False
3,2010-03-19,94.58,2.865,6215.34,0.0,1261.43,0.0,1022.02,143.399,8.47,False
3,2010-03-26,91.75,2.765,0.0,0.0,0.0,0.0,0.0,140.989,13.962,False
3,2010-04-02,84.01,3.196,0.0,0.0,0.0,0.0,0.0,199.476,10.859,False
3,2010-04-09,97.92,3.373,0.0,0.0,2026.51,0.0,0.0,201.44,7.045,False
3,2010-04-16,67.48,3.728,0.0,0.0,0.0,0.0,0.0,226.458,11.838,False
3,2010-04-23,66.23,3.301,0.0,4661.68,0.0,0.0,0.0,224.155,13.115,False
3,2010-04-30,87.86,2.585,4618.26,0.0,0.0,2672.88,0.0,138.004,7.836,False
3,2010-05-07,59.39,3.851,0.0,0.0,0.0,0.0,0.0,162.484,9.16,False
3,2010-05-14,93.9,2.571,0.0,0.0,0.0,1042.25,5596.51,156.988,11.809,False
3,2010-05-21,76.32,3.596,0.0,0.0,0.0,2657.85,0.0,147.367,8.615,False
3,2010-05-28,51.6,2.703,0.0,3396.28,0.0,0.0,0.0,153.536,5.987,False
3,2010-06-04,46.41,3.086,0.0,0.0,0.0,0.0,0.0,175.109,8.691,False
3,2010-06-11,71.76,2.848,2034.36,0.0,0.0,3804.99,2046.27,128.906,5.825,False
3,2010-06-18,54.6,2.814,0.0,0.0,0.0,0.0,0.0,129.869,10.82,False
3,2010-06-25,96.98,2.757,0.0,0.0,0.0,2957.85,0.0,130.819,8.161,False
3,2010-07-02,74.35,3.262,1403.17,0.0,0.0,0.0,0.0,144.704,9.908,False
3,2010-07-09,68.68,2.975,0.0,0.0,0.0,0.0,0.0,133.998,5.262,False
3,2010-07-16,93.58,3.788,0.0,0.0,1657.96,2073.46,0.0,147.75,8.825,False
3,2010-07-23,42.69,2.992,0.0,0.0,0.0,0.0,0.0,138.231,12.19,False
3,2010-07-30,45.86,2.989,0.0,0.0,1324.87,0.0,4297.95,178.479,10.818,False
3,2010-08-06,47.74,3.893,3902.07,0.0,0.0,0.0,0.0,156.227,8.788,False
3,2010-08-13,90.07,3.208,0.0,0.0,0.0,0.0,0.0,179.431,6.458,False
3,2010-08-20,84.16,3.34,0.0,0.0,2046.63,0.0,0.0,222.231,7.519,False
3,2010-08-27,98.86,3.116,0.0,0.0,1052.0,0.0,0.0,139.055,5.179,False
3,2010-09-03,78.31,3.81,0.0,0.0,0.0,0.0,0.0,167.84,12.42,False
3,2010-09-10,85.52,2.699,1969.99,4957.41,2510.05,0.0,0.0,183.109,7.203,True
3,2010-09-17,48.9,2.84,0.0,0.0,0.0,0.0,0.0,177.182,11.011,False
3,2010-09-24,98.89,2.83,0.0,0.0,0.0,465.63,0.0,162.345,6.956,False
3,2010-10-01,52.8,2.623,1807.47,0.0,0.0,0.0,0.0,151.244,7.256,False
3,2010-10-08,66.72,2.854,2669.11,1960.8,0.0,0.0,0.0,180.86,10.323,False
3,2010-10-15,93.78,3.914,0.0,0.0,1922.15,0.0,0.0,203.234,11.959,False
3,2010-10-22,57.48,3.644,2107.52,0.0,0.0,0.0,0.0,169.08,9.907,False
3,2010-10-29,75.67,2.727,0.0,0.0,0.0,0.0,0.0,215.919,11.576,False
3,2010-11-05,97.14,3.829,0.0,0.0,0.0,1561.09,0.0,217.466,12.158,False
3,2010-11-12,41.71,3.822,0.0,4021.96,0.0,0.0,0.0,169.693,7.49,False
3,2010-11-19,58.45,2.703,0.0,0.0,0.0,0.0,0.0,172.979,6.635,False
3,2010-11-26,57.96,2.95,0.0,0.0,0.0,3798.32,0.0,192.373,13.503,True
3,2010-12-03,61.52,3.9,0.0,1280.43,0.0,0.0,0.0,156.753,9.565,False
3,2010-12-10,58.3,2.811,0.0,4653.04,0.0,0.0,0.0,141.735,6.053,False
3,2010-12-17,91.67,3.482,0.0,0.0,2280.53,2134.11,0.0,219.476,8.739,False
3,2010-12-24,49.32,3.525,0.0,0.0,0.0,0.0,0.0,211.17,13.597,False
3,2010-12-31,92.4,3.983,5281.3,0.0,0.0,0.0,5365.65,224.855,13.224,True
3,2011-01-07,66.12,2.75,0.0,4854.68,0.0,328.71,0.0,218.071,9.251,False
3,2011-01-14,65.08,3.459,0.0,1052.08,0.0,0.0,5116.53,140.696,10.786,False
3,2011-01-21,71.2,2.542,0.0,0.0,0.0,2546.34,1815.32,158.349,8.13,False
3,2011-01-28,54.95,3.128,2459.17,0.0,0.0,1160.68,998.75,150.316,6.874,False
3,2011-02-04,82.21,3.821,0.0,0.0,0.0,0.0,3872.86,151.186,13.672,False
3,2011-02-11,44.86,3.739,6867.98,0.0,0.0,0.0,0.0,194.067,9.945,True
3,2011-02-18,95.6,2.557,0.0,0.0,0.0,0.0,0.0,174.482,10.131,False
3,2011-02-25,51.86,3.807,0.0,0.0,0.0,0.0,0.0,178.174,11.901,False
3,2011-03-04,94.37,3.956,0.0,0.0,219.53,0.0,0.0,150.765,11.076,False
3,2011-03-11,64.48,3.27,8392.05,0.0,0.0,0.0,0.0,174.878,13.965,False
3,2011-03-18,60.25,2.632,7885.33,0.0,0.0,0.0,0.0,178.077,5.117,False
3,2011-03-25,50.84,3.246,0.0,0.0,0.0,0.0,0.0,202.859,7.163,False
3,2011-04-01,85.69,3.743,0.0,0.0,0.0,0.0,0.0,128.339,13.616,False
3,2011-04-08,78.59,3.738,5323.95,0.0,0.0,0.0,0.0,219.477,13.282,False
3,2011-04-15,40.81,3.85,0.0,0.0,0.0,0.0,2405.38,178.736,9.906,False
3,2011-04-22,40.82,2.65,0.0,0.0,0.0,0.0,1386.46,133.836,10.612,False
3,2011-04-29,44.52,2.605,0.0,618.49,1489.34,0.0,0.0,213.933,8.472,False
3,2011-05-06,99.01,3.519,0.0,2843.9,1090.68,0.0,1404.93,164.655,7.596,False
3,2011-05-13,97.05,2.899,0.0,1221.2,928.74,3253.07,0.0,189.556,5.884,False
3,2011-05-20,79.95,3.171,0.0,0.0,2014.3,880.14,0.0,195.839,5.877,False
3,2011-05-27,89.31,3.982,0.0,0.0,0.0,0.0,0.0,129.571,6.07,False
3,2011-06-03,96.43,3.542,0.0,1880.78,2290.11,0.0,0.0,187.27,11.279,False
3,2011-06-10,65.94,3.889,0.0,2622.05,0.0,1973.87,4421.78,186.112,8.261,False
3,2011-06-17,95.46,2.905,0.0,1652.59,1466.43,0.0,1846.69,135.928,7.481,False
3,2011-06-24,99.84,3.103,8775.0,976.31,0.0,915.85,0.0,200.956,7.257,False
3,2011-07-01,55.79,3.598,0.0,1123.39,443.99,3992.73,2323.26,170.11,5.726,False
3,2011-07-08,86.45,2.88,0.0,1098.99,351.12,893.32,0.0,138.454,10.992,False
3,2011-07-15,41.23,2.69,0.0,1203.01,0.0,0.0,0.0,226.607,11.855,False
3,2011-07-22,40.22,2.835,0.0,0.0,0.0,0.0,0.0,164.361,8.75,False
3,2011-07-29,57.39,3.837,0.0,0.0,0.0,0.0,0.0,222.308,13.746,False
3,2011-08-05,86.32,2.93,0.0,0.0,0.0,3199.25,0.0,219.985,5.955,False
3,2011-08-12,71.45,3.416,9990.86,0.0,0.0,0.0,0.0,182.231,5.472,False
3,2011-08-19,86.74,2.708,0.0,0.0,999.59,2724.79,5144.33,143.996,9.201,False
3,2011-08-26,80.69,2.763,0.0,0.0,2932.62,0.0,0.0,210.62,13.362,False
3,2011-09-02,83.78,3.64,0.0,0.0,2400.62,0.0,621.24,176.092,8.724,False
3,2011-09-09,98.75,3.918,0.0,0.0,0.0,0.0,0.0,131.82,8.393,True
3,2011-09-16,61.69,3.511,0.0,0.0,1590.43,0.0,0.0,211.013,10.552,False
3,2011-09-23,92.33,3.105,0.0,0.0,0.0,0.0,1051.9,227.113,6.722,False
3,2011-09-30,92.24,2.719,0.0,0.0,0.0,0.0,1717.33,163.711,6.158,False
3,2011-10-07,96.01,3.379,0.0,0.0,0.0,1491.66,0.0,155.865,7.153,False
3,2011-10-14,79.51,2.664,0.0,0.0,0.0,1399.6,2469.8,182.499,8.103,False
3,2011-10-21,42.67,2.749,0.0,0.0,0.0,0.0,4832.57,143.211,6.612,False
3,2011-10-28,66.82,2.562,5297.69,2803.99,0.0,0.0,0.0,140.541,8.637,False
3,2011-11-04,82.13,3.541,4298.71,0.0,1012.06,0.0,0.0,199.044,11.378,False
3,2011-11-11,99.86,3.087,0.0,0.0,0.0,0.0,0.0,186.942,8.007,False
3,2011-11-18,52.41,2.774,0.0,0.0,0.0,0.0,0.0,217.204,6.474,False
3,2011-11-25,52.88,3.361,0.0,0.0,0.0,2789.26,0.0,217.277,10.894,True
3,2011-12-02,69.51,3.781,0.0,0.0,2942.42,0.0,0.0,177.738,7.363,False
3,2011-12-09,79.31,3.167,0.0,0.0,0.0,0.0,0.0,132.207,10.683,False
3,2011-12-16,56.49,3.648,0.0,0.0,0.0,0.0,0.0,182.762,9.434,False
3,2011-12-23,90.84,2.967,0.0,0.0,442.82,0.0,0.0,192.637,13.927,False
3,2011-12-30,56.27,3.192,0.0,0.0,0.0,0.0,0.0,173.754,7.1,True
3,2012-01-06,60.01,3.771,0.0,0.0,0.0,0.0,0.0,188.802,6.962,False
3,2012-01-13,46.11,3.268,0.0,0.0,0.0,0.0,0.0,183.054,10.359,False
3,2012-01-20,95.21,3.613,0.0,0.0,0.0,0.0,4386.44,190.153,6.366,False
3,2012-01-27,76.75,2.948,0.0,0.0,2635.59,0.0,0.0,207.303,12.059,False
3,2012-02-03,55.21,2.797,0.0,0.0,0.0,0.0,0.0,150.884,5.03,False
3,2012-02-10,50.36,3.824,1680.84,0.0,2378.83,0.0,0.0,219.437,12.295,True
3,2012-02-17,78.26,3.555,0.0,0.0,2044.37,1401.1,2085.59,138.78,11.664,False
3,2012-02-24,94.72,3.047,0.0,2391.94,0.0,0.0,0.0,193.073,9.353,False
3,2012-03-02,52.77,2.543,3390.95,0.0,0.0,0.0,0.0,164.137,10.801,False
3,2012-03-09,86.27,3.479,4577.69,2707.11,1585.32,0.0,0.0,148.462,6.059,False
3,2012-03-16,72.61,2.68,0.0,0.0,2641.62,0.0,0.0,222.455,12.73,False
3,2012-03-23,64.17,3.455,0.0,0.0,1436.22,2665.34,0.0,208.625,9.25,False
3,2012-03-30,49.19,2.75,0.0,4936.59,0.0,0.0,0.0,153.34,9.697,False
3,2012-04-06,54.7,3.957,0.0,2666.93,0.0,0.0,0.0,217.519,11.229,False
3,2012-04-13,61.64,3.706,0.0,1150.41,0.0,0.0,0.0,154.408,12.544,False
3,2012-04-20,52.45,3.684,0.0,0.0,0.0,0.0,0.0,157.567,7.541,False
3,2012-04-27,96.25,2.807,0.0,0.0,2686.46,0.0,0.0,139.738,9.619,False
3,2012-05-04,45.33,3.337,0.0,1823.01,1269.01,0.0,0.0,200.442,6.203,False
3,2012-05-11,45.57,3.764,0.0,0.0,0.0,0.0,0.0,162.721,10.027,False
3,2012-05-18,43.97,3.382,0.0,0.0,0.0,0.0,0.0,182.222,8.849,False
3,2012-05-25,56.54,3.689,0.0,0.0,0.0,394.23,0.0,187.034,13.484,False
3,2012-06-01,72.97,2.928,0.0,0.0,0.0,0.0,0.0,126.756,8.422,False
3,2012-06-08,40.47,2.857,0.0,1173.03,0.0,0.0,0.0,134.02,6.838,False
3,2012-06-15,66.35,3.273,0.0,4764.12,403.03,0.0,0.0,158.935,9.234,False
3,2012-06-22,72.84,3.113,0.0,0.0,2440.71,1006.15,5752.66,181.814,5.041,False
3,2012-06-29,87.61,3.536,3932.95,0.0,969.36,0.0,0.0,221.48,11.744,False
3,2012-07-06,78.58,3.772,0.0,3552.46,2530.98,0.0,0.0,185.849,11.668,False
3,2012-07-13,95.99,2.568,7975.38,0.0,2688.39,0.0,3204.29,174.696,6.992,False
3,2012-07-20,79.88,3.179,0.0,1396.16,0.0,0.0,4618.23,164.166,12.156,False
3,2012-07-27,61.46,3.882,2016.66,0.0,0.0,0.0,5828.23,219.79,8.072,False
3,2012-08-03,86.98,2.911,9483.4,0.0,0.0,0.0,5446.27,217.009,13.113,False
3,2012-08-10,55.6,3.231,4822.81,0.0,0.0,0.0,0.0,141.792,11.833,False
3,2012-08-17,61.68,3.494,0.0,0.0,2600.2,0.0,4890.45,164.173,8.043,False
3,2012-08-24,75.13,3.352,0.0,0.0,0.0,0.0,0.0,184.367,11.255,False
3,2012-08-31,48.64,3.899,0.0,0.0,0.0,0.0,0.0,131.857,12.305,False
3,2012-09-07,58.51,3.007,0.0,0.0,771.94,0.0,0.0,156.184,13.276,True
3,2012-09-14,40.49,2.683,0.0,0.0,2530.31,0.0,0.0,202.634,12.939,False
3,2012-09-21,74.59,3.845,0.0,0.0,1386.24,0.0,0.0,187.104,8.828,False
3,2012-09-28,44.03,3.609,0.0,0.0,1760.49,0.0,4280.47,134.398,9.08,False
3,2012-10-05,70.48,3.01,4711.23,0.0,0.0,0.0,0.0,214.597,11.757,False
3,2012-10-12,81.83,2.73,0.0,3708.2,0.0,3927.0,5397.98,170.134,8.454,False
3,2012-10-19,50.71,3.748,0.0,0.0,0.0,0.0,3802.85,163.392,8.709,False
3,2012-10-26,64.27,3.725,0.0,0.0,0.0,0.0,0.0,220.407,5.502,False
3,2012-11-02,70.49,2.798,0.0,0.0,1925.74,0.0,1998.51,217.434,7.119,False
3,2012-11-09,55.77,3.972,0.0,0.0,0.0,0.0,0.0,189.623,8.775,False
4,2010-02-05,87.32,2.911,0.0,0.0,0.0,0.0,0.0,196.522,9.918,False
4,2010-02-12,62.78,2.695,3227.37,0.0,0.0,0.0,4349.14,146.8,7.813,True
4,2010-02-19,84.18,3.657,4112.33,0.0,0.0,729.53,0.0,220.215,11.626,False
4,2010-02-26,99.6,3.807,4727.91,0.0,0.0,0.0,0.0,215.021,6.314,False
4,2010-03-05,75.98,2.983,0.0,0.0,0.0,0.0,0.0,131.946,8.158,False
4,2010-03-12,83.79,3.527,0.0,2876.23,0.0,0.0,0.0,130.008,8.327,False
4,2010-03-19,45.24,3.604,4289.62,0.0,0.0,0.0,0.0,205.173,13.495,False
4,2010-03-26,65.19,3.675,0.0,0.0,0.0,0.0,0.0,189.971,11.353,False
4,2010-04-02,45.35,3.928,0.0,2048.37,415.74,0.0,0.0,194.519,6.11,False
4,2010-04-09,99.88,2.621,0.0,0.0,275.07,0.0,0.0,146.209,12.068,False
4,2010-04-16,80.49,3.962,0.0,0.0,2582.24,0.0,0.0,171.657,13.992,False
4,2010-04-23,63.14,3.022,0.0,0.0,0.0,3672.83,0.0,169.162,13.294,False
4,2010-04-30,95.71,3.678,0.0,0.0,0.0,0.0,1201.23,226.666,5.603,False
4,2010-05-07,44.78,3.875,0.0,0.0,1467.77,0.0,0.0,157.622,11.61,False
4,2010-05-14,98.47,3.9,0.0,0.0,0.0,0.0,0.0,213.71,7.112,False
4,2010-05-21,41.2,3.464,2375.97,0.0,1903.65,0.0,4815.52,174.808,10.129,False
4,2010-05-28,73.69,3.664,8414.48,0.0,1317.36,0.0,457.32,195.742,7.827,False
4,2010-06-04,72.92,3.012,0.0,0.0,0.0,0.0,0.0,129.489,8.074,False
4,2010-06-11,70.95,3.904,0.0,0.0,0.0,0.0,0.0,176.701,7.792,False
4,2010-06-18,73.96,3.2,0.0,0.0,2499.3,0.0,0.0,223.951,10.878,False
4,2010-06-25,91.04,2.693,0.0,3717.11,0.0,0.0,1188.27,153.926,11.827,False
4,2010-07-02,79.75,3.759,7917.27,0.0,0.0,0.0,2650.48,133.358,9.981,False
4,2010-07-09,83.6,2.78,0.0,0.0,0.0,0.0,0.0,190.935,13.087,False
4,2010-07-16,56.79,3.691,0.0,4660.72,0.0,0.0,4954.75,191.363,9.531,False
4,2010-07-23,43.54,3.251,1202.8,2939.8,1743.66,0.0,0.0,187.457,10.068,False
4,2010-07-30,85.78,2.978,0.0,3794.9,0.0,0.0,3162.94,177.975,11.558,False
4,2010-08-06,55.04,3.898,0.0,0.0,0.0,2382.36,0.0,177.179,7.86,False
4,2010-08-13,48.6,2.879,2806.42,0.0,2217.09,2689.12,0.0,151.512,6.216,False
4,2010-08-20,66.16,3.846,0.0,4266.53,0.0,0.0,0.0,175.767,13.081,False
4,2010-08-27,67.34,2.604,0.0,1803.04,1298.42,0.0,910.52,157.606,9.604,False
4,2010-09-03,65.86,2.584,0.0,0.0,0.0,0.0,0.0,194.076,8.315,False
4,2010-09-10,64.92,3.536,0.0,0.0,0.0,2090.07,0.0,189.557,8.308,True
4,2010-09-17,88.08,2.929,0.0,0.0,0.0,0.0,459.92,213.237,10.04,False
4,2010-09-24,93.33,3.708,0.0,2659.87,835.93,0.0,3751.25,184.165,12.87,False
4,2010-10-01,84.08,3.011,0.0,2273.62,0.0,769.09,1041.66,169.138,7.581,False
4,2010-10-08,80.66,2.869,0.0,0.0,0.0,2512.38,3096.39,207.954,5.775,False
4,2010-10-15,68.58,3.972,5085.15,0.0,0.0,0.0,0.0,138.985,5.866,False
4,2010-10-22,42.78,3.222,0.0,4223.65,2792.9,0.0,0.0,163.738,10.53,False
4,2010-10-29,74.13,2.59,0.0,0.0,0.0,3102.05,5688.17,196.474,5.343,False
4,2010-11-05,66.49,3.679,0.0,0.0,2617.65,0.0,0.0,190.903,10.1,False
4,2010-11-12,59.09,2.671,6824.81,0.0,0.0,2883.57,0.0,208.753,13.175,False
4,2010-11-19,97.69,2.648,0.0,0.0,0.0,614.49,0.0,203.563,13.599,False
4,2010-11-26,85.82,3.59,0.0,0.0,0.0,0.0,0.0,181.462,9.235,True
4,2010-12-03,42.89,2.973,0.0,0.0,0.0,0.0,485.38,140.609,6.46,False
4,2010-12-10,61.55,2.964,0.0,0.0,0.0,0.0,3261.42,137.082,13.9,False
4,2010-12-17,94.43,3.328,0.0,4533.85,0.0,0.0,0.0,210.562,6.299,False
4,2010-12-24,82.02,3.029,0.0,0.0,2779.96,0.0,1008.95,141.894,12.404,False
4,2010-12-31,82.17,3.963,0.0,0.0,394.32,0.0,0.0,162.424,11.44,True
4,2011-01-07,94.29,3.248,0.0,0.0,0.0,0.0,0.0,199.968,13.978,False
4,2011-01-14,94.72,3.527,7411.27,0.0,0.0,891.39,0.0,197.579,7.644,False
4,2011-01-21,98.55,3.508,3780.15,0.0,0.0,3942.75,4456.01,180.419,13.424,False
4,2011-01-28,61.09,3.979,0.0,0.0,0.0,1562.07,0.0,226.326,10.752,False
4,2011-02-04,68.7,2.743,0.0,0.0,0.0,2325.11,5668.19,149.682,9.675,False
4,2011-02-11,79.55,3.981,0.0,0.0,0.0,3190.83,0.0,214.572,10.633,True
4,2011-02-18,41.12,2.814,0.0,0.0,1343.13,0.0,0.0,195.089,10.021,False
4,2011-02-25,96.15,3.403,0.0,0.0,579.15,0.0,0.0,161.458,12.848,False
4,2011-03-04,63.55,3.337,9789.8,4350.8,0.0,0.0,0.0,152.198,11.652,False
4,2011-03-11,65.02,2.704,3296.39,0.0,0.0,0.0,0.0,150.635,9.483,False
4,2011-03-18,65.39,3.948,0.0,0.0,0.0,0.0,0.0,147.792,7.077,False
4,2011-03-25,58.04,2.688,0.0,2237.57,0.0,0.0,0.0,218.541,6.901,False
4,2011-04-01,77.31,3.25,0.0,0.0,1556.61,3824.05,1162.0,154.479,11.872,False
4,2011-04-08,68.29,3.321,0.0,0.0,0.0,0.0,0.0,153.819,12.956,False
4,2011-04-15,93.84,3.584,0.0,0.0,0.0,0.0,2585.55,192.944,11.014,False
4,2011-04-22,65.98,3.465,3742.66,0.0,1121.51,968.18,3233.1,190.647,7.476,False
4,2011-04-29,50.76,2.847,0.0,1354.62,0.0,0.0,0.0,208.214,5.622,False
4,2011-05-06,78.28,3.46,0.0,0.0,0.0,0.0,0.0,191.41,11.081,False
4,2011-05-13,91.51,3.536,1912.22,0.0,0.0,3544.62,0.0,174.745,7.864,False
4,2011-05-20,89.58,3.484,0.0,0.0,0.0,1137.56,0.0,193.242,6.812,False
4,2011-05-27,45.15,2.844,0.0,0.0,1614.47,0.0,0.0,193.91,9.648,False
4,2011-06-03,91.7,3.051,0.0,3085.91,0.0,0.0,5477.05,223.7,5.307,False
4,2011-06-10,98.44,3.485,0.0,0.0,0.0,0.0,0.0,206.806,10.192,False
4,2011-06-17,64.93,3.469,0.0,0.0,0.0,0.0,3259.08,213.162,10.583,False
4,2011-06-24,91.21,2.867,0.0,0.0,2963.57,1338.78,0.0,155.9,11.658,False
4,2011-07-01,48.4,3.666,5710.56,0.0,0.0,0.0,0.0,151.92,6.388,False
4,2011-07-08,84.86,2.814,0.0,0.0,0.0,2394.76,2454.25,169.016,6.15,False
4,2011-07-15,50.91,3.569,0.0,1194.42,1434.53,0.0,0.0,133.131,5.279,False
4,2011-07-22,90.25,3.547,0.0,0.0,0.0,0.0,462.01,132.916,8.354,False
4,2011-07-29,74.3,3.05,0.0,0.0,0.0,0.0,1378.54,204.851,8.487,False
4,2011-08-05,58.07,2.833,0.0,0.0,0.0,0.0,3675.17,160.215,10.672,False
4,2011-08-12,51.94,2.545,3840.71,3610.69,1362.26,3462.2,0.0,192.409,6.457,False
4,2011-08-19,81.7,3.596,0.0,0.0,2729.85,0.0,0.0,207.584,13.59,False
4,2011-08-26,52.29,3.626,0.0,3289.22,0.0,0.0,0.0,216.796,10.24,False
4,2011-09-02,67.15,3.352,0.0,0.0,0.0,0.0,1725.17,144.702,10.07,False
4,2011-09-09,79.26,2.699,0.0,0.0,0.0,0.0,0.0,128.474,8.895,True
4,2011-09-16,95.17,3.357,3064.92,3121.51,1740.95,0.0,937.72,215.42,10.783,False
4,2011-09-23,66.99,3.378,0.0,0.0,0.0,0.0,0.0,143.087,7.302,False
4,2011-09-30,98.58,3.48,0.0,2307.82,0.0,0.0,0.0,204.106,11.013,False
4,2011-10-07,97.44,3.922,4797.31,2691.14,0.0,0.0,696.1,138.815,9.835,False
4,2011-10-14,59.75,2.515,0.0,0.0,0.0,0.0,0.0,134.605,6.542,False
4,2011-10-21,91.77,3.41,0.0,0.0,0.0,0.0,0.0,154.662,9.978,False
4,2011-10-28,69.11,3.502,0.0,0.0,0.0,0.0,3393.95,145.582,11.276,False
4,2011-11-04,51.31,2.637,0.0,0.0,0.0,0.0,0.0,227.501,12.951,False
4,2011-11-11,41.43,3.073,0.0,0.0,0.0,0.0,0.0,147.044,6.945,False
4,2011-11-18,95.69,3.634,0.0,0.0,541.34,0.0,0.0,149.535,12.625,False
4,2011-11-25,66.92,2.699,0.0,4630.74,0.0,0.0,0.0,200.115,7.423,True
4,2011-12-02,41.5,3.368,0.0,3227.47,0.0,0.0,0.0,154.428,11.148,False
4,2011-12-09,51.56,3.0,0.0,2091.41,0.0,2534.44,0.0,225.514,8.826,False
4,2011-12-16,91.06,2.611,0.0,0.0,0.0,0.0,1010.17,183.616,11.158,False
4,2011-12-23,91.06,2.853,3637.85,0.0,0.0,0.0,0.0,136.294,12.41,False
4,2011-12-30,95.91,3.53,0.0,1387.97,0.0,0.0,3253.88,153.959,13.265,True
4,2012-01-06,62.24,2.719,0.0,0.0,0.0,0.0,2600.45,217.104,6.307,False
4,2012-01-13,63.95,2.698,5194.81,0.0,0.0,0.0,0.0,201.732,12.575,False
4,2012-01-20,50.88,2.835,8760.17,1377.6,0.0,0.0,0.0,170.914,13.507,False
4,2012-01-27,91.69,3.797,4659.56,0.0,0.0,0.0,3260.16,177.433,6.599,False
4,2012-02-03,94.24,3.024,0.0,2194.82,2668.72,740.77,0.0,174.052,7.495,False
4,2012-02-10,58.59,3.007,0.0,0.0,0.0,0.0,5316.98,153.273,12.026,True
4,2012-02-17,84.55,3.931,0.0,0.0,0.0,0.0,3228.78,133.368,5.135,False
4,2012-02-24,89.38,3.08,0.0,0.0,0.0,0.0,0.0,221.298,7.031,False
4,2012-03-02,56.75,2.997,3561.96,4706.51,0.0,0.0,0.0,185.834,8.795,False
4,2012-03-09,44.92,3.362,0.0,0.0,1991.81,0.0,2300.66,148.118,13.906,False
4,2012-03-16,81.03,3.062,0.0,0.0,0.0,2652.83,4380.92,129.617,11.58,False
4,2012-03-23,83.2,2.648,0.0,0.0,0.0,0.0,1306.87,150.352,11.631,False
4,2012-03-30,94.3,3.864,0.0,0.0,0.0,0.0,0.0,136.526,9.141,False
4,2012-04-06,62.55,3.744,8537.99,0.0,0.0,0.0,0.0,206.113,8.66,False
4,2012-04-13,86.53,3.533,0.0,3802.42,2420.43,1402.87,1302.15,183.729,10.149,False
4,2012-04-20,82.13,2.625,0.0,0.0,0.0,0.0,0.0,209.977,8.414,False
4,2012-04-27,54.78,3.993,0.0,2650.52,0.0,0.0,0.0,187.787,8.696,False
4,2012-05-04,94.54,3.024,0.0,0.0,0.0,0.0,0.0,191.716,11.873,False
4,2012-05-11,74.23,3.221,0.0,0.0,598.19,0.0,0.0,193.515,7.438,False
4,2012-05-18,48.97,2.98,0.0,0.0,0.0,2318.17,0.0,159.676,8.976,False
4,2012-05-25,40.78,2.583,0.0,3959.98,0.0,0.0,0.0,166.595,11.885,False
4,2012-06-01,58.8,3.596,0.0,0.0,2903.18,0.0,0.0,187.654,6.172,False
4,2012-06-08,86.7,2.8,0.0,0.0,0.0,993.65,3904.08,215.509,11.031,False
4,2012-06-15,60.83,3.492,0.0,0.0,0.0,0.0,0.0,145.646,9.39,False
4,2012-06-22,42.42,3.6,0.0,0.0,1170.53,0.0,0.0,168.558,11.579,False
4,2012-06-29,52.94,3.979,7741.11,0.0,0.0,0.0,0.0,184.48,13.6,False
4,2012-07-06,77.37,3.032,0.0,0.0,0.0,615.73,4653.83,181.967,7.946,False
4,2012-07-13,64.31,3.913,0.0,4223.08,1737.66,0.0,0.0,181.514,13.782,False
4,2012-07-20,64.74,3.132,0.0,0.0,0.0,0.0,0.0,127.936,9.064,False
4,2012-07-27,79.39,2.714,0.0,1310.21,0.0,0.0,0.0,196.876,7.691,False
4,2012-08-03,79.37,3.56,0.0,0.0,0.0,0.0,0.0,164.693,5.259,False
4,2012-08-10,87.42,3.185,0.0,0.0,2422.5,0.0,0.0,198.694,9.312,False
4,2012-08-17,65.06,2.67,0.0,0.0,0.0,0.0,3801.7,207.916,6.196,False
4,2012-08-24,79.13,2.548,0.0,0.0,0.0,0.0,832.43,216.489,7.235,False
4,2012-08-31,45.64,2.952,0.0,0.0,0.0,0.0,0.0,210.76,10.867,False
4,2012-09-07,40.95,3.917,0.0,4232.58,0.0,0.0,0.0,127.401,9.274,True
4,2012-09-14,46.95,3.853,2394.96,0.0,0.0,1672.45,0.0,184.691,7.714,False
4,2012-09-21,41.07,3.79,0.0,988.34,0.0,0.0,0.0,136.55,6.243,False
4,2012-09-28,82.93,2.623,0.0,4508.59,0.0,0.0,0.0,142.406,11.858,False
4,2012-10-05,40.04,3.158,0.0,0.0,279.38,3897.05,0.0,185.348,7.899,False
4,2012-10-12,76.79,3.436,0.0,1335.32,0.0,0.0,0.0,176.15,11.038,False
4,2012-10-19,98.81,3.298,0.0,2963.43,0.0,0.0,0.0,144.07,12.35,False
